BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2013;010000024;010780054;M1010;;1;0.57
SSR_P;2013;010000024;010780054;M1040;1;;0.1
SSR_P;2013;010000024;010780054;M1150;1;;0.1
SSR_P;2013;010000024;010780054;M1180;1;;1
SSR_P;2013;010000024;010780054;N241P;;3;0.59
SSR_P;2013;010000024;010780054;N2430;;;0.01
SSR_P;2013;010000024;010780054;N2450;;1;0.1
SSR_P;2013;010000024;010780054;N2460;;1;0.14
SSR_P;2013;010000024;010780054;N2710;;2;0.14
SSR_P;2013;010000024;010780054;N310H;1;;0.82
SSR_P;2013;010000024;010780054;NAUT;1;1;1.64
SSR_P;2013;010000024;010780054;NCINF;1;;0.25
SSR_P;2013;010000024;010780054;M9999;3;1;1.77
SSR_P;2013;010000032;010780062;M1010;1;;0.97
SSR_P;2013;010000032;010780062;M1320;;2;0.49
SSR_P;2013;010000032;010780062;M9999;1;2;1.46
SSR_P;2013;010000065;010780096;M1010;2;3;3.39
SSR_P;2013;010000065;010780096;N241P;2;1;1.58
SSR_P;2013;010000065;010780096;N2450;0;1;0.32
SSR_P;2013;010000065;010780096;N2460;0;2;0.8
SSR_P;2013;010000065;010780096;N2470;0;2;0.5
SSR_P;2013;010000065;010780096;N2500;35;16;32.06
SSR_P;2013;010000065;010780096;N2710;2;0;0.79
SSR_P;2013;010000065;010780096;N3120;0;3;1.07
SSR_P;2013;010000065;010780096;NCINF;20;13;19.59
SSR_P;2013;010000065;010780096;M9999;2;3;3.39
SSR_P;2013;010000081;010780112;M1010;;2;0.75
SSR_P;2013;010000081;010780112;N241P;;1;0.5
SSR_P;2013;010000081;010780112;N2450;;1;0.04
SSR_P;2013;010000081;010780112;N2500;5;3;6.88
SSR_P;2013;010000081;010780112;N2710;;2;0.06
SSR_P;2013;010000081;010780112;N3120;;1;0.04
SSR_P;2013;010000081;010780112;NAUT;7;4;7.95
SSR_P;2013;010000081;010780112;NCINF;5;4;6.09
SSR_P;2013;010000081;010780112;M9999;;2;0.75
SSR_P;2013;010000099;010780120;M1320;;1;0.18
SSR_P;2013;010000099;010780120;N241P;2;;0.96
SSR_P;2013;010000099;010780120;N2500;3;9;6.36
SSR_P;2013;010000099;010780120;N2710;1;;0.38
SSR_P;2013;010000099;010780120;NAUT;4;2;3.39
SSR_P;2013;010000099;010780120;NCINF;3;5;5.29
SSR_P;2013;010000099;010780120;M9999;;1;0.18
SSR_P;2013;010000107;010780138;M1320;;3;0.92
SSR_P;2013;010000107;010780138;MAUT;;1;0.11
SSR_P;2013;010000107;010780138;N241P;1;;0.46
SSR_P;2013;010000107;010780138;N2450;;1;0.21
SSR_P;2013;010000107;010780138;N2500;12;1;11.63
SSR_P;2013;010000107;010780138;N2710;1;0;0.11
SSR_P;2013;010000107;010780138;N310H;;1;0.45
SSR_P;2013;010000107;010780138;NAUT;1;0;0.25
SSR_P;2013;010000107;010780138;NCINF;6;1;6.77
SSR_P;2013;010000107;010780138;M9999;;4;1.03
SSR_P;2013;010000115;010009132;N241P;;1;0.5
SSR_P;2013;010000115;010009132;N2460;;1;0.07
SSR_P;2013;010000115;010009132;N2500;4;3;5.31
SSR_P;2013;010000115;010009132;N2710;;2;0.63
SSR_P;2013;010000115;010009132;N310H;;1;0.25
SSR_P;2013;010000115;010009132;N3120;;1;0.33
SSR_P;2013;010000115;010009132;NAUT;1;;1
SSR_P;2013;010000115;010009132;NCINF;2;2;2.24
SSR_P;2013;010000115;010009132;N9999;7;11;10.33
SSR_P;2013;010000131;010009132;M1180;1;;1
SSR_P;2013;010000131;010009132;N241P;;2;1.12
SSR_P;2013;010000131;010009132;N2450;;1;0.15
SSR_P;2013;010000131;010009132;N2460;;1;0.19
SSR_P;2013;010000131;010009132;N2500;7;6;8.21
SSR_P;2013;010000131;010009132;N2710;;1;0.33
SSR_P;2013;010000131;010009132;N3120;;2;0.29
SSR_P;2013;010000131;010009132;NCINF;2;15;9.7
SSR_P;2013;010000131;010009132;M9999;1;;1
SSR_P;2013;010000180;010007987;M1010;1;1;0.78
SSR_P;2013;010000180;010007987;M1320;1;1;0.78
SSR_P;2013;010000180;010007987;MAUT;1;0;1
SSR_P;2013;010000180;010007987;N2500;6;2;7.46
SSR_P;2013;010000180;010007987;NCINF;8;3;9.99
SSR_P;2013;010000180;010007987;M9999;3;2;2.56
SSR_P;2013;010000198;010007987;M1010;2;1;2.94
SSR_P;2013;010000198;010007987;M1180;2;0;0.7
SSR_P;2013;010000198;010007987;N2500;12;2;12.02
SSR_P;2013;010000198;010007987;NCINF;9;3;11.43
SSR_P;2013;010000198;010007987;M9999;4;1;3.64
SSR_P;2013;010000214;010007987;M1010;1;0;1.53
SSR_P;2013;010000214;010007987;M1150;1;0;0.85
SSR_P;2013;010000214;010007987;M1180;2;0;1.6
SSR_P;2013;010000214;010007987;M1190;0;0;0.3
SSR_P;2013;010000214;010007987;M1320;2;0;2.53
SSR_P;2013;010000214;010007987;N2500;60;12;62.32
SSR_P;2013;010000214;010007987;N2710;0;1;0.1
SSR_P;2013;010000214;010007987;NCINF;40;15;46.74
SSR_P;2013;010000214;010007987;M9999;6;0;6.81
SSR_P;2013;010002129;920000395;M1010;3;;3
SSR_P;2013;010002129;920000395;M1180;1;1;1.2
SSR_P;2013;010002129;920000395;M1320;1;;1
SSR_P;2013;010002129;920000395;N241P;4;1;4.76
SSR_P;2013;010002129;920000395;N2430;1;;0.89
SSR_P;2013;010002129;920000395;N2450;;1;0.29
SSR_P;2013;010002129;920000395;N2460;3;1;2.76
SSR_P;2013;010002129;920000395;N2500;13;9;17.78
SSR_P;2013;010002129;920000395;N2710;;1;0.4
SSR_P;2013;010002129;920000395;N3120;;2;1
SSR_P;2013;010002129;920000395;NAUT;1;;0.87
SSR_P;2013;010002129;920000395;NCINF;15;5;15.83
SSR_P;2013;010002129;920000395;M9999;5;1;5.2
SSR_P;2013;010005239;010008407;M1010;1;1;1.24
SSR_P;2013;010005239;010008407;N2500;10;6;11.24
SSR_P;2013;010005239;010008407;NAUT;10;0;4.2
SSR_P;2013;010005239;010008407;NCINF;4;3;3.81
SSR_P;2013;010005239;010008407;M9999;1;1;1.24
SSR_P;2013;010009314;010780054;M1010;4;1;3.98
SSR_P;2013;010009314;010780054;N241P;;1;0.13
SSR_P;2013;010009314;010780054;N2500;18;2;19.6
SSR_P;2013;010009314;010780054;N3120;;1;0.4
SSR_P;2013;010009314;010780054;NAUT;11;4;10.43
SSR_P;2013;010009314;010780054;NCINF;12;4;16.54
SSR_P;2013;010009314;010780054;M9999;4;1;3.98
SSR_P;2013;010780252;010783009;M1010;2;;2
SSR_P;2013;010780252;010783009;M1120;;2;0.15
SSR_P;2013;010780252;010783009;M1180;1;1;0.95
SSR_P;2013;010780252;010783009;N241P;9;;9
SSR_P;2013;010780252;010783009;N2430;;1;0.6
SSR_P;2013;010780252;010783009;N2450;;1;0.5
SSR_P;2013;010780252;010783009;N2460;5;3;7.2
SSR_P;2013;010780252;010783009;N2500;18;4;20.7
SSR_P;2013;010780252;010783009;N2710;;2;1.8
SSR_P;2013;010780252;010783009;N310H;1;;1
SSR_P;2013;010780252;010783009;N3120;;1;0.9
SSR_P;2013;010780252;010783009;NAUT;38;8;43.02
SSR_P;2013;010780252;010783009;NCINF;6;11;14.43
SSR_P;2013;010780252;010783009;M9999;3;3;3.1
SSR_P;2013;010780278;010783009;M1010;1;;1
SSR_P;2013;010780278;010783009;M1120;1;;1
SSR_P;2013;010780278;010783009;M1180;1;;1
SSR_P;2013;010780278;010783009;MAUT;2;;1.6
SSR_P;2013;010780278;010783009;N241P;10;1;10.7
SSR_P;2013;010780278;010783009;N2430;2;;2
SSR_P;2013;010780278;010783009;N2450;1;;1
SSR_P;2013;010780278;010783009;N2460;6;;6
SSR_P;2013;010780278;010783009;N2500;26;11;34.03
SSR_P;2013;010780278;010783009;N2710;;1;0.6
SSR_P;2013;010780278;010783009;N310H;;1;0.66
SSR_P;2013;010780278;010783009;N3120;1;;1
SSR_P;2013;010780278;010783009;NAUT;57;10;63.19
SSR_P;2013;010780278;010783009;NCINF;22;7;26.65
SSR_P;2013;010780278;010783009;M9999;5;;4.6
SSR_P;2013;010780310;010000222;M1010;1;;1
SSR_P;2013;010780310;010000222;M1150;;1;0.2
SSR_P;2013;010780310;010000222;N241P;1;;1
SSR_P;2013;010780310;010000222;N2450;;1;0.17
SSR_P;2013;010780310;010000222;N2500;10;;10
SSR_P;2013;010780310;010000222;N2710;;1;0.25
SSR_P;2013;010780310;010000222;N3120;;1;0.25
SSR_P;2013;010780310;010000222;NAUT;;1;0.5
SSR_P;2013;010780310;010000222;NCINF;9;2;10.2
SSR_P;2013;010780310;010000222;M9999;1;1;1.2
SSR_P;2013;010780328;010000222;M1150;1;1;1.8
SSR_P;2013;010780328;010000222;N241P;2;;2
SSR_P;2013;010780328;010000222;N2450;;1;0.2
SSR_P;2013;010780328;010000222;N2500;8;2;9.15
SSR_P;2013;010780328;010000222;N2710;;1;0.34
SSR_P;2013;010780328;010000222;N310H;;1;0.5
SSR_P;2013;010780328;010000222;N3120;;1;0.25
SSR_P;2013;010780328;010000222;NCINF;11;;11
SSR_P;2013;010780328;010000222;M9999;1;1;1.8
SSR_P;2013;010780476;750005068;M1010;1;;1.25
SSR_P;2013;010780476;750005068;M1140;2;;1.83
SSR_P;2013;010780476;750005068;M3020;1;1;1.4
SSR_P;2013;010780476;750005068;MAUT;;1;0.53
SSR_P;2013;010780476;750005068;N241P;1;;1
SSR_P;2013;010780476;750005068;N2450;2;;1.7
SSR_P;2013;010780476;750005068;N2470;;2;1.3
SSR_P;2013;010780476;750005068;N2500;16;9;20.37
SSR_P;2013;010780476;750005068;N2710;;4;3.69
SSR_P;2013;010780476;750005068;N310H;15;11;24.5
SSR_P;2013;010780476;750005068;N3120;2;;1.17
SSR_P;2013;010780476;750005068;NAUT;8;4;12.78
SSR_P;2013;010780476;750005068;NCINF;11;8;18.01
SSR_P;2013;010780476;750005068;M9999;4;2;5.01
SSR_P;2013;010780492;360000707;M1140;;1;0.5
SSR_P;2013;010780492;360000707;M1180;3;2;4.6
SSR_P;2013;010780492;360000707;M3020;;1;0.2
SSR_P;2013;010780492;360000707;MAUT;;1;0.16
SSR_P;2013;010780492;360000707;N241P;17;1;17.5
SSR_P;2013;010780492;360000707;N2430;3;;3
SSR_P;2013;010780492;360000707;N2450;;1;0.1
SSR_P;2013;010780492;360000707;N2460;4;1;4.75
SSR_P;2013;010780492;360000707;N2470;1;;1
SSR_P;2013;010780492;360000707;N2500;24;3;26.07
SSR_P;2013;010780492;360000707;N2710;;5;2.57
SSR_P;2013;010780492;360000707;N310H;9;6;13.55
SSR_P;2013;010780492;360000707;N3120;;1;0.6
SSR_P;2013;010780492;360000707;NCINF;11;4;14.6
SSR_P;2013;010780492;360000707;M9999;3;5;5.46
SSR_P;2013;010780708;310021381;M1010;1;2;2.6
SSR_P;2013;010780708;310021381;MAUT;;2;1.2
SSR_P;2013;010780708;310021381;N241P;;;
SSR_P;2013;010780708;310021381;N2500;6;8;11
SSR_P;2013;010780708;310021381;N2710;;1;0.3
SSR_P;2013;010780708;310021381;NAUT;10;13;16.92
SSR_P;2013;010780708;310021381;NCINF;4;11;10.5
SSR_P;2013;010780708;310021381;M9999;1;4;3.8
SSR_P;2013;010780799;750721334;M1010;1;;0.8
SSR_P;2013;010780799;750721334;M1180;2;1;2.5
SSR_P;2013;010780799;750721334;N241P;7;1;7
SSR_P;2013;010780799;750721334;N2450;;1;0.5
SSR_P;2013;010780799;750721334;N2460;4;;4
SSR_P;2013;010780799;750721334;N2500;18;4;20
SSR_P;2013;010780799;750721334;N2710;;1;0.6
SSR_P;2013;010780799;750721334;N310H;1;;1
SSR_P;2013;010780799;750721334;N3120;1;;1
SSR_P;2013;010780799;750721334;NAUT;52;6;55.67
SSR_P;2013;010780799;750721334;NCINF;13;6;16.7
SSR_P;2013;010780799;750721334;M9999;3;1;3.3
SSR_P;2013;020000089;020000022;M1010;1;;0.17
SSR_P;2013;020000089;020000022;M1180;1;;0.9
SSR_P;2013;020000089;020000022;MAUT;2;;1.06
SSR_P;2013;020000089;020000022;N241P;1;;0.35
SSR_P;2013;020000089;020000022;N2460;1;;0.87
SSR_P;2013;020000089;020000022;N2500;20;7;25.37
SSR_P;2013;020000089;020000022;N2710;1;;0.23
SSR_P;2013;020000089;020000022;NAUT;9;5;10.6
SSR_P;2013;020000089;020000022;NCINF;11;4;13.81
SSR_P;2013;020000089;020000022;M9999;4;;2.13
SSR_P;2013;020000097;020000048;M1320;2;;2
SSR_P;2013;020000097;020000048;N241P;;1;0.5
SSR_P;2013;020000097;020000048;N2460;1;;1
SSR_P;2013;020000097;020000048;N2500;5;3;7.58
SSR_P;2013;020000097;020000048;N3120;1;;1
SSR_P;2013;020000097;020000048;NAUT;5;1;4.5
SSR_P;2013;020000097;020000048;NCINF;5;1;5.86
SSR_P;2013;020000097;020000048;M9999;2;;2
SSR_P;2013;020000105;020000055;M1010;;4;0.85
SSR_P;2013;020000105;020000055;N2450;;1;0.05
SSR_P;2013;020000105;020000055;N2460;1;;0.38
SSR_P;2013;020000105;020000055;N2500;4;1;2.9
SSR_P;2013;020000105;020000055;NCINF;6;1;4.9
SSR_P;2013;020000105;020000055;M9999;;4;0.85
SSR_P;2013;020000162;020000063;M1180;1;0;0.5
SSR_P;2013;020000162;020000063;M1320;2;0;2
SSR_P;2013;020000162;020000063;N241P;5;4;7.69
SSR_P;2013;020000162;020000063;N2430;0;1;0.03
SSR_P;2013;020000162;020000063;N2460;1;1;1.76
SSR_P;2013;020000162;020000063;N2470;2;0;1.08
SSR_P;2013;020000162;020000063;N2500;32;5;33.8
SSR_P;2013;020000162;020000063;N2710;3;0;2.5
SSR_P;2013;020000162;020000063;NAUT;15;2;16.27
SSR_P;2013;020000162;020000063;NCINF;33;4;31.53
SSR_P;2013;020000162;020000063;M9999;3;0;2.5
SSR_P;2013;020000246;020000071;M1180;1;;1
SSR_P;2013;020000246;020000071;N241P;2;;1.5
SSR_P;2013;020000246;020000071;N2500;7;;6.3
SSR_P;2013;020000246;020000071;NCINF;4;;3.7
SSR_P;2013;020000246;020000071;M9999;1;;1
SSR_P;2013;020000303;750814030;M1010;4;1;5.59
SSR_P;2013;020000303;750814030;M1040;;2;0.51
SSR_P;2013;020000303;750814030;M1070;1;;1
SSR_P;2013;020000303;750814030;M1150;2;;2
SSR_P;2013;020000303;750814030;M1180;2;1;2.55
SSR_P;2013;020000303;750814030;M1190;;2;1.71
SSR_P;2013;020000303;750814030;M1320;4;;4
SSR_P;2013;020000303;750814030;M3020;;2;0.11
SSR_P;2013;020000303;750814030;MAUT;;1;0.05
SSR_P;2013;020000303;750814030;N241P;31;1;31.46
SSR_P;2013;020000303;750814030;N2430;2;;2
SSR_P;2013;020000303;750814030;N2450;4;1;4.54
SSR_P;2013;020000303;750814030;N2460;8;1;8.8
SSR_P;2013;020000303;750814030;N2470;1;;0.5
SSR_P;2013;020000303;750814030;N2500;88;7;96.7
SSR_P;2013;020000303;750814030;N2710;5;;5
SSR_P;2013;020000303;750814030;N3120;4;1;4.76
SSR_P;2013;020000303;750814030;NAUT;15;1;16.39
SSR_P;2013;020000303;750814030;NCINF;144;19;156.97
SSR_P;2013;020000303;750814030;M9999;13;9;17.52
SSR_P;2013;020000519;020000261;M1010;3;1;3.16
SSR_P;2013;020000519;020000261;N2500;23;1;23.8
SSR_P;2013;020000519;020000261;NAUT;12;;12
SSR_P;2013;020000519;020000261;NCINF;19;;19
SSR_P;2013;020000519;020000261;M9999;3;1;3.16
SSR_P;2013;020000535;020000287;M1010;2;;2
SSR_P;2013;020000535;020000287;N241P;1;;0.5
SSR_P;2013;020000535;020000287;N2450;0;;0.14
SSR_P;2013;020000535;020000287;N2460;1;;0.5
SSR_P;2013;020000535;020000287;N2500;9;1;10.32
SSR_P;2013;020000535;020000287;N2710;;1;0.25
SSR_P;2013;020000535;020000287;N3120;0;;0.46
SSR_P;2013;020000535;020000287;NAUT;9;2;12.13
SSR_P;2013;020000535;020000287;NCINF;5;;4.88
SSR_P;2013;020000535;020000287;M9999;2;;2
SSR_P;2013;020000915;020003620;M1010;5;;5
SSR_P;2013;020000915;020003620;M1070;;1;0.6
SSR_P;2013;020000915;020003620;M1180;2;1;2.2
SSR_P;2013;020000915;020003620;M1190;2;;1.08
SSR_P;2013;020000915;020003620;M1320;1;;1
SSR_P;2013;020000915;020003620;MAUT;;1;0.43
SSR_P;2013;020000915;020003620;N241P;12;6;16.6
SSR_P;2013;020000915;020003620;N2430;2;1;2.2
SSR_P;2013;020000915;020003620;N2450;1;2;2.1
SSR_P;2013;020000915;020003620;N2460;9;4;12.6
SSR_P;2013;020000915;020003620;N2500;71;7;76
SSR_P;2013;020000915;020003620;N2710;1;;1
SSR_P;2013;020000915;020003620;N310H;2;2;3.3
SSR_P;2013;020000915;020003620;N3120;1;;1
SSR_P;2013;020000915;020003620;NCINF;38;5;42.1
SSR_P;2013;020000915;020003620;M9999;10;3;10.31
SSR_P;2013;020001087;020004495;M1010;1;0;1
SSR_P;2013;020001087;020004495;MAUT;;1;0.21
SSR_P;2013;020001087;020004495;N241P;1;0;1
SSR_P;2013;020001087;020004495;N2460;;1;0.9
SSR_P;2013;020001087;020004495;NAUT;30;3;29.16
SSR_P;2013;020001087;020004495;NCINF;11;0;11
SSR_P;2013;020001087;020004495;M9999;1;1;1.21
SSR_P;2013;020003877;020000253;M1040;1;0;0.5
SSR_P;2013;020003877;020000253;MAUT;3;1;1.99
SSR_P;2013;020003877;020000253;N241P;0;1;0.53
SSR_P;2013;020003877;020000253;N2500;23;1;21.61
SSR_P;2013;020003877;020000253;N2710;0;1;0.18
SSR_P;2013;020003877;020000253;NAUT;9;5;9.22
SSR_P;2013;020003877;020000253;NCINF;17;2;17.57
SSR_P;2013;020003877;020000253;M9999;4;1;2.49
SSR_P;2013;020010310;750719361;M1010;;1;0.27
SSR_P;2013;020010310;750719361;N2500;;1;0.5
SSR_P;2013;020010310;750719361;N2710;;1;0.38
SSR_P;2013;020010310;750719361;N310H;;7;3.18
SSR_P;2013;020010310;750719361;N3120;;1;0.75
SSR_P;2013;020010310;750719361;NAUT;;8;4.05
SSR_P;2013;020010310;750719361;NCINF;;5;3.12
SSR_P;2013;020010310;750719361;M9999;;1;0.27
SSR_P;2013;030000012;030180020;M1010;1;;1
SSR_P;2013;030000012;030180020;M1180;2;;2
SSR_P;2013;030000012;030180020;MAUT;;3;0.78
SSR_P;2013;030000012;030180020;N241P;9;0;8.96
SSR_P;2013;030000012;030180020;N2450;1;0;0.1
SSR_P;2013;030000012;030180020;N2460;1;2;2.95
SSR_P;2013;030000012;030180020;N2500;22;3;23.39
SSR_P;2013;030000012;030180020;N2710;1;0;0.8
SSR_P;2013;030000012;030180020;N3120;1;0;0.8
SSR_P;2013;030000012;030180020;NAUT;2;0;2
SSR_P;2013;030000012;030180020;NCINF;14;3;15.61
SSR_P;2013;030000012;030180020;M9999;3;3;3.78
SSR_P;2013;030000061;030780092;M1010;1;1;1.8
SSR_P;2013;030000061;030780092;M1180;;;0.08
SSR_P;2013;030000061;030780092;N241P;3;6;5.8
SSR_P;2013;030000061;030780092;N2500;26;1;22.3
SSR_P;2013;030000061;030780092;N2710;;1;0.2
SSR_P;2013;030000061;030780092;NAUT;;1;1.2
SSR_P;2013;030000061;030780092;NCINF;17;2;18.3
SSR_P;2013;030000061;030780092;M9999;1;1;1.88
SSR_P;2013;030000079;030780100;M1320;2;;0.89
SSR_P;2013;030000079;030780100;MAUT;;;1.46
SSR_P;2013;030000079;030780100;N241P;2;;1
SSR_P;2013;030000079;030780100;N2450;1;1;0.51
SSR_P;2013;030000079;030780100;N2460;;1;0.5
SSR_P;2013;030000079;030780100;N2500;22;1;18.41
SSR_P;2013;030000079;030780100;N2710;1;;0.5
SSR_P;2013;030000079;030780100;N3120;1;;0.75
SSR_P;2013;030000079;030780100;NAUT;6;1;8.04
SSR_P;2013;030000079;030780100;NCINF;19;3;11.63
SSR_P;2013;030000079;030780100;M9999;2;;2.35
SSR_P;2013;030000087;030780118;M1040;;1;0.4
SSR_P;2013;030000087;030780118;M1180;1;1;1.9
SSR_P;2013;030000087;030780118;M1320;2;2;3.4
SSR_P;2013;030000087;030780118;N241P;5;10;13.59
SSR_P;2013;030000087;030780118;N2460;1;1;1.5
SSR_P;2013;030000087;030780118;N2500;17;23;32.03
SSR_P;2013;030000087;030780118;NAUT;7;6;11.4
SSR_P;2013;030000087;030780118;NCINF;20;18;30.85
SSR_P;2013;030000087;030780118;M9999;3;4;5.7
SSR_P;2013;030000095;030780126;M1010;;3;1
SSR_P;2013;030000095;030780126;M1180;;1;0.2
SSR_P;2013;030000095;030780126;N241P;1;1;1.92
SSR_P;2013;030000095;030780126;N2450;;1;0.5
SSR_P;2013;030000095;030780126;N2460;1;;1
SSR_P;2013;030000095;030780126;N2500;9;0;9
SSR_P;2013;030000095;030780126;N2710;;1;0.2
SSR_P;2013;030000095;030780126;N3120;;1;0.8
SSR_P;2013;030000095;030780126;NAUT;12;0;12
SSR_P;2013;030000095;030780126;NCINF;4;4;7.5
SSR_P;2013;030000095;030780126;M9999;;4;1.2
SSR_P;2013;030002208;030002158;M1010;5;0;3.35
SSR_P;2013;030002208;030002158;M1150;0;1;0.06
SSR_P;2013;030002208;030002158;M1180;1;0;0.33
SSR_P;2013;030002208;030002158;M1320;1;0;1
SSR_P;2013;030002208;030002158;M3020;0;1;0.2
SSR_P;2013;030002208;030002158;MAUT;0;1;0.1
SSR_P;2013;030002208;030002158;N241P;1;3;3.65
SSR_P;2013;030002208;030002158;N2460;0;1;1
SSR_P;2013;030002208;030002158;N2500;41;9;46.92
SSR_P;2013;030002208;030002158;N2710;1;4;2.74
SSR_P;2013;030002208;030002158;N310H;0;3;2.67
SSR_P;2013;030002208;030002158;N3120;3;1;3.15
SSR_P;2013;030002208;030002158;NAUT;18;10;24.93
SSR_P;2013;030002208;030002158;NCINF;27;15;34.15
SSR_P;2013;030002208;030002158;M9999;7;3;5.04
SSR_P;2013;030780548;030000194;M1010;;1;0.4
SSR_P;2013;030780548;030000194;M1150;;1;0.1
SSR_P;2013;030780548;030000194;M1180;1;;1
SSR_P;2013;030780548;030000194;M1320;;1;0.5
SSR_P;2013;030780548;030000194;N241P;;;
SSR_P;2013;030780548;030000194;N2460;;1;0.75
SSR_P;2013;030780548;030000194;N2500;10;2;10.9
SSR_P;2013;030780548;030000194;N3120;;2;1
SSR_P;2013;030780548;030000194;NAUT;5;;5
SSR_P;2013;030780548;030000194;NCINF;15;1;13.44
SSR_P;2013;030780548;030000194;M9999;1;3;2
SSR_P;2013;030781116;030000426;M1010;1;;1
SSR_P;2013;030781116;030000426;M1040;;4;0.5
SSR_P;2013;030781116;030000426;M1150;;2;0.1
SSR_P;2013;030781116;030000426;M1190;;3;0.2
SSR_P;2013;030781116;030000426;M1330;;1;0.1
SSR_P;2013;030781116;030000426;M3020;;2;0.2
SSR_P;2013;030781116;030000426;MAUT;;7;0.2
SSR_P;2013;030781116;030000426;N241P;;3;1.5
SSR_P;2013;030781116;030000426;N2450;;1;0.7
SSR_P;2013;030781116;030000426;N2500;16;2;14.4
SSR_P;2013;030781116;030000426;N2710;;1;0.2
SSR_P;2013;030781116;030000426;N3120;1;;1
SSR_P;2013;030781116;030000426;NAUT;7;3;6.87
SSR_P;2013;030781116;030000426;NCINF;10;1;9.6
SSR_P;2013;030781116;030000426;M9999;1;19;2.3
SSR_P;2013;040000028;040780124;N241P;;1;0.8
SSR_P;2013;040000028;040780124;N2450;;1;0.2
SSR_P;2013;040000028;040780124;N2500;3;6;8.5
SSR_P;2013;040000028;040780124;N2710;;1;0.2
SSR_P;2013;040000028;040780124;N310H;;1;0.3
SSR_P;2013;040000028;040780124;NAUT;;8;7.4
SSR_P;2013;040000028;040780124;NCINF;2;3;4.3
SSR_P;2013;040000028;040780124;N9999;5;21;21.7
SSR_P;2013;040000036;040780132;M1010;;1;0.2
SSR_P;2013;040000036;040780132;N2450;;1;0.14
SSR_P;2013;040000036;040780132;N2500;2;1;2.6
SSR_P;2013;040000036;040780132;N3120;;1;0.1
SSR_P;2013;040000036;040780132;NCINF;2;2;3.3
SSR_P;2013;040000036;040780132;M9999;;1;0.2
SSR_P;2013;040000044;040780140;M1010;1;;1
SSR_P;2013;040000044;040780140;N2710;;1;0.05
SSR_P;2013;040000044;040780140;M9999;1;;1
SSR_P;2013;040000051;040780173;MAUT;;1;0.2
SSR_P;2013;040000051;040780173;N2500;2;3;5
SSR_P;2013;040000051;040780173;N3120;;1;0.29
SSR_P;2013;040000051;040780173;NAUT;8;7;15.07
SSR_P;2013;040000051;040780173;NCINF;;4;3.71
SSR_P;2013;040000051;040780173;M9999;;1;0.2
SSR_P;2013;040000069;040780181;M1010;;4;1.2
SSR_P;2013;040000069;040780181;M1180;1;;1
SSR_P;2013;040000069;040780181;N241P;5;;5
SSR_P;2013;040000069;040780181;N2450;;1;0.25
SSR_P;2013;040000069;040780181;N2460;;2;1.2
SSR_P;2013;040000069;040780181;N2500;12;8;17.35
SSR_P;2013;040000069;040780181;N2710;;1;0.5
SSR_P;2013;040000069;040780181;NAUT;2;1;2.8
SSR_P;2013;040000069;040780181;NCINF;8;2;9.4
SSR_P;2013;040000069;040780181;M9999;1;4;2.2
SSR_P;2013;040000077;040780199;N2430;;1;0.15
SSR_P;2013;040000077;040780199;N2450;;1;0.05
SSR_P;2013;040000077;040780199;N2460;;1;0.1
SSR_P;2013;040000077;040780199;N2500;;3;2.75
SSR_P;2013;040000077;040780199;N2710;;1;0.01
SSR_P;2013;040000077;040780199;N310H;;1;0.02
SSR_P;2013;040000077;040780199;N3120;;1;0.02
SSR_P;2013;040000077;040780199;NCINF;2;1;2.4
SSR_P;2013;040000077;040780199;N9999;2;10;5.5
SSR_P;2013;040000085;040780207;M1010;;;
SSR_P;2013;040000085;040780207;M1070;;1;0.1
SSR_P;2013;040000085;040780207;N241P;;1;0.2
SSR_P;2013;040000085;040780207;N2450;1;;0.8
SSR_P;2013;040000085;040780207;N2500;1;;1
SSR_P;2013;040000085;040780207;N2710;1;;0.1
SSR_P;2013;040000085;040780207;N310H;1;;0.5
SSR_P;2013;040000085;040780207;NAUT;1;;1
SSR_P;2013;040000085;040780207;NCINF;4;;4
SSR_P;2013;040000085;040780207;M9999;;1;0.1
SSR_P;2013;040000119;040780231;M1010;;4;4
SSR_P;2013;040000119;040780231;N241P;1;;1
SSR_P;2013;040000119;040780231;N2450;;1;0.21
SSR_P;2013;040000119;040780231;NCINF;3;;3
SSR_P;2013;040000119;040780231;M9999;;4;4
SSR_P;2013;040000135;050002948;M1010;0;4;0.98
SSR_P;2013;040000135;050002948;M1040;1;1;0.48
SSR_P;2013;040000135;050002948;MAUT;0;1;0.38
SSR_P;2013;040000135;050002948;N2500;7;7;9.76
SSR_P;2013;040000135;050002948;NAUT;6;0;4.32
SSR_P;2013;040000135;050002948;NCINF;9;5;10.07
SSR_P;2013;040000135;050002948;M9999;1;6;1.84
SSR_P;2013;040780389;040000150;M1010;0;3;1.5
SSR_P;2013;040780389;040000150;M1320;0;1;0.29
SSR_P;2013;040780389;040000150;N2450;0;2;0.53
SSR_P;2013;040780389;040000150;N2500;18;0;16.13
SSR_P;2013;040780389;040000150;N2710;0;1;0.5
SSR_P;2013;040780389;040000150;N3120;0;1;0.5
SSR_P;2013;040780389;040000150;NAUT;18;0;17.58
SSR_P;2013;040780389;040000150;NCINF;16;0;14.4
SSR_P;2013;040780389;040000150;M9999;0;4;1.79
SSR_P;2013;040780405;040000168;M1010;;1;0.5
