BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2013;010000024;010780054;M1000;58;43;16;19;;;1;;63.44;50.51;;86.05;8.87;;8.71;10.32;;;136;113.95;1
Q20;2013;010000024;010780054;M1010;21;19;4;9;;;;;20.44;21.81;;28.83;4.65;;3.13;5.64;;;53;42.25;
Q20;2013;010000024;010780054;M1020;1;2;;;;;;;1;2;;3;;;;;;;3;3;
Q20;2013;010000024;010780054;M1030;5;3;2;2;;;;;7.66;3.96;;7.8;1.24;;1.52;1.06;;;12;11.62;
Q20;2013;010000024;010780054;M1031;2;;1;1;;;;;2.15;0.93;;2.93;;;0.15;;;;4;3.08;
Q20;2013;010000024;010780054;M1040;7;;2;;;;;;7.63;;;3;2;;0.5;2.13;;;9;7.63;
Q20;2013;010000024;010780054;M1050;;1;2;;;;;;0.2;0.95;;0.95;;;0.2;;;;3;1.15;
Q20;2013;010000024;010780054;M1070;1;;;1;;;;;1;0.8;;1.8;;;;;;;2;1.8;
Q20;2013;010000024;010780054;M1090;3;1;1;1;;;;;3.26;1.04;;4;;;0.3;;;;6;4.3;
Q20;2013;010000024;010780054;M1100;2;1;;;;;;;2;1;;2;;;1;;;;3;3;
Q20;2013;010000024;010780054;M1110;2;1;;1;;;;;2;1.4;;3;;;0.4;;;;4;3.4;
Q20;2013;010000024;010780054;M1120;3;1;1;1;;;;;3.51;1.3;;4.3;;;0.51;;;;6;4.81;
Q20;2013;010000024;010780054;M1130;2;2;;;;;;;2.18;2.1;;4;;;;0.28;;;4;4.28;
Q20;2013;010000024;010780054;M1140;5;3;;1;;;;;5;3.86;;7.88;0.98;;;;;;9;8.86;
Q20;2013;010000024;010780054;M1150;1;2;1;;;;;;1.4;2;;3;;;0.4;;;;4;3.4;
Q20;2013;010000024;010780054;M1160;2;3;2;;;;1;;3.01;2.31;;3.96;;;0.3;1.06;;;7;5.32;1
Q20;2013;010000024;010780054;M1170;1;1;;;;;;;1;1.15;;2;;;;0.15;;;2;2.15;
Q20;2013;010000024;010780054;M1180;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2013;010000024;010780054;M1190;;2;;2;;;;;;2.9;;2.6;;;0.3;;;;4;2.9;
Q20;2013;010000024;010780054;M2020;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;010000024;010780054;M2030;4;;;;;;;;4;;;4;;;;;;;4;4;
Q20;2013;010000024;010780054;M2040;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2013;010000024;010780054;M2050;5;2;1;1;;;;;5.6;3.31;;5.85;2.89;;0.17;;;;9;8.91;
Q20;2013;010000024;010780054;M2070;1;1;2;;;;;;1.2;0.15;;;;;0.3;1.05;;;4;1.35;
Q20;2013;010000024;010780054;M2080;1;1;;;;;;;1;0.12;;1;;;;0.12;;;2;1.12;
Q20;2013;010000024;010780054;M2100;3;;;;;;;;1.39;;;1;;;;0.39;;;3;1.39;
Q20;2013;010000024;010780054;M2120;2;;;;;;;;2;0.02;;2;;;;0.02;;;2;2.02;
Q20;2013;010000024;010780054;M2130;2;;2;;;;;;2.56;;;1.53;;;1.03;;;;4;2.56;
Q20;2013;010000024;010780054;M3012;2;2;;3;;;;;2.75;4;;6.75;;;;;;;7;6.75;
Q20;2013;010000024;010780054;M3030;;;;2;;;;;;1.26;;1.2;;;0.06;;;;2;1.26;
Q20;2013;010000024;010780054;M3040;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2013;010000024;010780054;M3050;3;5;;1;;;;;1.57;5.81;;4.8;2.58;;;;;;9;7.38;
Q20;2013;010000024;010780054;M3060;;;1;;;;;;0.8;;;;;;;0.8;;;1;0.8;
Q20;2013;010000024;010780054;M9999;82;55;23;26;;;1;;87.61;66.18;;116.18;14.34;;10.57;12.7;194.2;1.56;186;153.79;1
Q20;2013;010000065;010780096;M1000;3;3;5;3;0;0;0;0;6.01;5.43;0;6.63;2;0;0.78;2.03;;;14;11.44;0
Q20;2013;010000065;010780096;M1010;3;3;3;3;0;0;0;0;5.23;5.43;0;6.63;2;0;0;2.03;;;12;10.66;0
Q20;2013;010000065;010780096;M1040;0;0;1;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;;;1;0.2;0
Q20;2013;010000065;010780096;M1160;0;0;1;0;0;0;0;0;0.58;0;0;0;0;0;0.58;0;;;1;0.58;0
Q20;2013;010000065;010780096;M3050;1;1;0;1;0;0;0;0;0.16;0.92;0;0.7;0.16;0;0;0.22;;;3;1.08;0
Q20;2013;010000065;010780096;M3060;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;;1;1;0
Q20;2013;010000065;010780096;M9999;5;4;5;4;0;0;0;0;7.17;6.35;0;7.33;2.16;0;0.78;3.25;13.52;0.85;18;13.52;0
Q20;2013;010000081;010780112;M1000;;;1;3;;;;;0.15;1.46;;;;;;1.61;;;4;1.61;
Q20;2013;010000081;010780112;M1010;;;1;3;;;;;0.15;1.46;;;;;;1.61;;;4;1.61;
Q20;2013;010000081;010780112;M3050;;;;1;;;;;0.15;0.5;;0.5;;;;0.15;;;1;0.65;
Q20;2013;010000081;010780112;M9999;;;1;4;;;;;0.3;1.96;;0.5;;;;1.76;2;;5;2.26;
Q20;2013;010000099;010780120;M3000;1;;1;2;;;;;1.33;0.83;;2.16;;;;;;;4;2.16;
Q20;2013;010000099;010780120;M3050;;;;2;;;;;;0.83;;0.83;;;;;;;2;0.83;
Q20;2013;010000099;010780120;M3070;1;;1;;;;;;1.33;;;1.33;;;;;;;2;1.33;
Q20;2013;010000099;010780120;M9999;1;;1;2;;;;;1.33;0.83;;2.16;;;;;;;4;2.16;
Q20;2013;010000107;010780138;M1000;1;;1;2;;;;;0.91;1.24;;1.14;;;1.01;;;;4;2.15;
Q20;2013;010000107;010780138;M1320;1;;1;2;;;;;0.91;1.24;;1.14;;;1.01;;;;4;2.15;
Q20;2013;010000107;010780138;M3050;;;;1;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2013;010000107;010780138;M9999;1;;1;3;;;;;1.11;1.24;;1.34;;;1.01;;;;5;2.35;
Q20;2013;010000115;010009132;M1000;;1;2;;;;;;0.51;0.8;;1.31;;;;;;;3;1.31;
Q20;2013;010000115;010009132;M1320;;1;2;;;;;;0.51;0.8;;1.31;;;;;;;3;1.31;
Q20;2013;010000115;010009132;M3050;;;1;;;;;;0.3;;;0.3;;;;;;;1;0.3;
Q20;2013;010000115;010009132;M9999;;1;3;;;;;;0.81;0.8;;1.61;;;;;;;4;1.61;
Q20;2013;010000131;010009132;M1000;;2;;;;;;;;1.2;;1.2;;;;;;;2;1.2;
Q20;2013;010000131;010009132;M1010;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2013;010000131;010009132;M1320;;1;;;;;;;;0.2;;0.2;;;;;;;1;0.2;
Q20;2013;010000131;010009132;M3050;;;;1;;;;;;0.44;;0.44;;;;;;;1;0.44;
Q20;2013;010000131;010009132;M9999;;2;;1;;;;;;1.64;;1.64;;;;;;;3;1.64;
Q20;2013;010000180;010007987;M1000;2;0;1;0;0;0;0;0;1.78;0;0;1.5;0;0;0.28;0;;;3;1.78;0
Q20;2013;010000180;010007987;M1010;1;0;1;0;0;0;0;0;0.78;0;0;0.5;0;0;0.28;0;;;2;0.78;0
Q20;2013;010000180;010007987;M1090;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2013;010000180;010007987;M9999;2;0;1;0;0;0;0;0;1.78;0;0;1.5;0;0;0.28;0;;;3;1.78;0
Q20;2013;010000198;010007987;M1000;3;1;0;1;0;0;0;0;2.5;1.15;0;3.65;0;0;0;0;;;5;3.65;0
Q20;2013;010000198;010007987;M1010;2;0;0;1;0;0;0;0;2;0.95;0;2.95;0;0;0;0;;;3;2.95;0
Q20;2013;010000198;010007987;M1180;1;1;0;0;0;0;0;0;0.5;0.2;0;0.7;0;0;0;0;;;2;0.7;0
Q20;2013;010000198;010007987;M2030;1;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;;;1;0.1;0
Q20;2013;010000198;010007987;M9999;4;1;0;1;0;0;0;0;2.6;1.15;0;3.75;0;0;0;0;;;6;3.75;0
Q20;2013;010000214;010007987;M1000;4;4;0;0;0;0;0;0;3.3;4.28;0;7.58;0;0;0;0;;;8;7.58;0
Q20;2013;010000214;010007987;M1010;2;2;0;0;0;0;0;0;1.5;2.48;0;3.98;0;0;0;0;;;4;3.98;0
Q20;2013;010000214;010007987;M1100;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;1;1;0
Q20;2013;010000214;010007987;M1150;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2013;010000214;010007987;M1180;1;1;0;0;0;0;0;0;0.8;0.8;0;1.6;0;0;0;0;;;2;1.6;0
Q20;2013;010000214;010007987;M2030;1;0;0;0;0;0;0;0;0.9;0;0;0.9;0;0;0;0;;;1;0.9;0
Q20;2013;010000214;010007987;M3030;0;0;1;0;0;0;0;0;0.3;0;0;0;0;0;0.3;0;;;1;0.3;0
Q20;2013;010000214;010007987;M3040;0;0;0;1;0;0;0;0;0;0.1;0;0.1;0;0;0;0;;;1;0.1;0
Q20;2013;010000214;010007987;M3050;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;;;2;2;0
Q20;2013;010000214;010007987;M9999;5;6;1;1;0;0;0;0;4.5;6.38;0;10.58;0;0;0.3;0;;;13;10.88;0
Q20;2013;010000495;010783009;M1000;4;10;;;;;;;2.25;8.01;;;;;;;;;14;10.26;
Q20;2013;010000495;010783009;M1010;3;9;;;;;;;2.22;7.21;;;;;;;;;12;9.43;
Q20;2013;010000495;010783009;M1120;1;;;;;;;;0.03;;;;;;;;;;1;0.03;
Q20;2013;010000495;010783009;M1200;;1;;;;;;;;0.8;;;;;;;;;1;0.8;
Q20;2013;010000495;010783009;M2070;1;;;;;;;;0.02;;;;;;;;;;1;0.02;
Q20;2013;010000495;010783009;M2110;1;;;;;;;;0.08;;;;;;;;;;1;0.08;
Q20;2013;010000495;010783009;M3020;26;31;2;2;;;;;21.86;30.66;;;;;;;;;61;52.52;
Q20;2013;010000495;010783009;M3030;;2;;;;;;;;0.44;;;;;;;;;2;0.44;
Q20;2013;010000495;010783009;M3040;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;010000495;010783009;M3050;;2;;;;;;;;2;;;;;;;;;2;2;
Q20;2013;010000495;010783009;M3060;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;010000495;010783009;M3070;1;;;;;;;;0.33;;;;;;;;;;1;0.33;
Q20;2013;010000495;010783009;M9999;34;46;2;2;;;;;25.54;42.11;;;;;;;;;84;67.65;
Q20;2013;010002129;920000395;M1000;3;2;;;;;;;3;2;;;;;;;;;5;5;
Q20;2013;010002129;920000395;M1010;2;1;;;;;;;2;1;;;;;;;;;3;3;
Q20;2013;010002129;920000395;M1180;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;010002129;920000395;M1320;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;010002129;920000395;M3040;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2013;010002129;920000395;M3050;;;1;;;;;;0.8;;;;;;;;;;1;0.8;
Q20;2013;010002129;920000395;M9999;3;2;1;1;;;;;3.8;2.2;;;;;;;;;7;6;
Q20;2013;010005239;010008407;M1000;18;4;11;3;0;0;0;0;22.38;6.1;0;24.03;0;0;4.45;0;;;36;28.48;0
Q20;2013;010005239;010008407;M1010;12;2;0;1;0;0;0;0;11.78;2.88;0;13.66;0;0;1;0;;;15;14.66;0
Q20;2013;010005239;010008407;M1030;3;1;0;0;0;0;0;0;2.44;1.11;0;2;0;0;1.55;0;;;4;3.55;0
Q20;2013;010005239;010008407;M1040;0;0;2;0;0;0;0;0;0.8;0;0;0.6;0;0;0.2;0;;;2;0.8;0
Q20;2013;010005239;010008407;M1090;1;0;1;0;0;0;0;0;1.58;0;0;1.58;0;0;0;0;;;2;1.58;0
Q20;2013;010005239;010008407;M1120;0;0;0;1;0;0;0;0;0;0.6;0;0;0;0;0.6;0;;;1;0.6;0
Q20;2013;010005239;010008407;M1140;0;1;3;0;0;0;0;0;1.23;1.21;0;2.44;0;0;0;0;;;4;2.44;0
Q20;2013;010005239;010008407;M1150;0;0;1;0;0;0;0;0;0.92;0;0;0.32;0;0;0.6;0;;;1;0.92;0
Q20;2013;010005239;010008407;M1160;2;0;2;0;0;0;0;0;3.43;0;0;3.43;0;0;0;0;;;4;3.43;0
Q20;2013;010005239;010008407;M1190;0;0;1;0;0;0;0;0;0.1;0;0;0;0;0;0.1;0;;;1;0.1;0
Q20;2013;010005239;010008407;M1200;0;0;1;1;0;0;0;0;0.1;0.3;0;0;0;0;0.4;0;;;2;0.4;0
Q20;2013;010005239;010008407;M2010;3;1;0;0;0;0;0;0;3;1;0;4;0;0;0;0;;;4;4;0
Q20;2013;010005239;010008407;M2030;4;0;0;0;0;0;0;0;3.31;0;0;3;0;0;0.31;0;;;4;3.31;0
Q20;2013;010005239;010008407;M2050;1;1;2;0;0;0;0;0;2.61;0.8;0;3.41;0;0;0;0;;;4;3.41;0
Q20;2013;010005239;010008407;M2070;0;0;0;1;0;0;0;0;0;0.6;0;0.6;0;0;0;0;;;1;0.6;0
Q20;2013;010005239;010008407;M2080;0;1;1;0;0;0;0;0;0.67;1;0;0.67;1;0;0;0;;;2;1.67;0
Q20;2013;010005239;010008407;M3011;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;;;2;2;0
Q20;2013;010005239;010008407;M3040;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2013;010005239;010008407;M3050;0;2;0;0;0;0;0;0;0;1.75;0;1.75;0;0;0;0;;;2;1.75;0
Q20;2013;010005239;010008407;M9999;29;9;14;4;0;0;0;0;34.97;11.25;0;40.46;1;0;4.76;0;;;56;46.22;0
Q20;2013;010005379;690006598;M1000;;;1;1;;;;;0.96;0.04;;;;;;;;;2;1;
Q20;2013;010005379;690006598;M1010;;;1;1;;;;;0.96;0.04;;;;;;;;;2;1;
Q20;2013;010005379;690006598;M9999;;;1;1;;;;;0.96;0.04;;;;;;;;;2;1;
Q20;2013;010006526;690796552;M1000;1;0;0;0;0;0;0;0;0.25;;;;;;;;;;1;0.25;0
Q20;2013;010006526;690796552;M1110;1;0;0;0;0;0;0;0;0.25;;;;;;;;;;1;0.25;0
Q20;2013;010006526;690796552;M9999;1;0;0;0;0;0;0;0;0.25;;;;;;;;;;1;0.25;0
Q20;2013;010007300;010007292;M1000;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2013;010007300;010007292;M1030;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010007300;010007292;M1040;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;010007300;010007292;M1090;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010007300;010007292;M2040;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;010007300;010007292;M2070;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010007300;010007292;M2100;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;010007300;010007292;M9999;;;;;;;9;2;;;;;;;;;;;;;11
Q20;2013;010009314;010780054;M1000;2;4;;1;;;;;1.75;4.08;;5.08;;;;0.75;;;7;5.83;
Q20;2013;010009314;010780054;M1010;2;4;;1;;;;;1.75;4.08;;5.08;;;;0.75;;;7;5.83;
Q20;2013;010009314;010780054;M9999;2;4;;1;;;;;1.75;4.08;;5.08;;;;0.75;;;7;5.83;
Q20;2013;010009702;010780054;M1000;1;;;;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2013;010009702;010780054;M1010;1;;;;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2013;010009702;010780054;M9999;1;;;;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2013;010780195;010000156;M1000;;;;;15;3;29;3;;;;;;;;;;;;;50
Q20;2013;010780195;010000156;M1030;;;;;11;1;;;;;;;;;;;;;;;12
Q20;2013;010780195;010000156;M1040;;;;;4;;3;;;;;;;;;;;;;;7
Q20;2013;010780195;010000156;M1070;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;010780195;010000156;M1090;;;;;;2;2;;;;;;;;;;;;;;4
Q20;2013;010780195;010000156;M1120;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;010780195;010000156;M1130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;010780195;010000156;M1150;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;010780195;010000156;M1160;;;;;;;13;;;;;;;;;;;;;;13
Q20;2013;010780195;010000156;M1200;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;010780195;010000156;M1210;;;;;;;5;2;;;;;;;;;;;;;7
Q20;2013;010780195;010000156;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010780195;010000156;M2030;;;;;2;;3;;;;;;;;;;;;;;5
Q20;2013;010780195;010000156;M2040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010780195;010000156;M2050;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2013;010780195;010000156;M2070;;;;;1;;2;;;;;;;;;;;;;;3
Q20;2013;010780195;010000156;M2080;;;;;1;1;4;;;;;;;;;;;;;;6
Q20;2013;010780195;010000156;M2100;;;;;3;;;;;;;;;;;;;;;;3
Q20;2013;010780195;010000156;M2120;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2013;010780195;010000156;M2130;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;010780195;010000156;M3040;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2013;010780195;010000156;M3050;;2;;;;;;;;2;;;;;;;;;2;2;
Q20;2013;010780195;010000156;M9999;;2;1;;25;5;43;3;0.2;2;;;;;;;;;3;2.2;76
Q20;2013;010780203;010006450;M1000;1;;1;;13;2;6;2;1;;;;;;;;;;2;1;23
Q20;2013;010780203;010006450;M1010;;;;;5;;1;1;;;;;;;;;;;;;7
Q20;2013;010780203;010006450;M1030;;;;;2;;2;;;;;;;;;;;;;;4
Q20;2013;010780203;010006450;M1040;;;;;4;;;;;;;;;;;;;;;;4
Q20;2013;010780203;010006450;M1070;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;010780203;010006450;M1090;;;;;;1;;;;;;;;;;;;;;;1
Q20;2013;010780203;010006450;M1130;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;010780203;010006450;M1140;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2013;010780203;010006450;M1150;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010780203;010006450;M1320;1;;1;;;;;;1;;;;;;;;;;2;1;
Q20;2013;010780203;010006450;M2010;;;;;3;;;;;;;;;;;;;;;;3
Q20;2013;010780203;010006450;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;010780203;010006450;M2030;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;010780203;010006450;M2040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;010780203;010006450;M2050;;;;;3;1;;;;;;;;;;;;;;;4
Q20;2013;010780203;010006450;M2070;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;010780203;010006450;M2080;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;010780203;010006450;M2130;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;010780203;010006450;M3050;;2;;;;;;2;;1.32;;;;;;;;;2;1.32;2
Q20;2013;010780203;010006450;M9999;1;2;1;;22;3;12;5;1;1.32;;;;;;;;;4;2.32;42
Q20;2013;010780252;010783009;M1000;2;1;2;1;;;;;2;1.1;;;;;;;;;6;3.1;
Q20;2013;010780252;010783009;M1010;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2013;010780252;010783009;M1120;;;2;;;;;;;0.15;;;;;;;;;2;0.15;
Q20;2013;010780252;010783009;M1180;;1;;1;;;;;;0.95;;;;;;;;;2;0.95;
Q20;2013;010780252;010783009;M3050;;1;;;;;;;;0.4;;;;;;;;;1;0.4;
Q20;2013;010780252;010783009;M9999;2;2;2;1;;;;;2;1.5;;;;;;;;;7;3.5;
Q20;2013;010780278;010783009;M1000;2;2;;;;;;;2;2;;;;;;;;;4;4;
Q20;2013;010780278;010783009;M1010;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;010780278;010783009;M1120;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;010780278;010783009;M1180;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;010780278;010783009;M1200;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;010780278;010783009;M3050;;1;;;;;;;;0.6;;;;;;;;;1;0.6;
Q20;2013;010780278;010783009;M9999;2;3;;;;;;;2;2.6;;;;;;;4.6;;5;4.6;
Q20;2013;010780294;690000278;M1000;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2013;010780294;690000278;M1110;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2013;010780294;690000278;M9999;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2013;010780310;010000222;M1000;1;;1;;;;;;1.2;;;;;;;;;;2;1.2;
Q20;2013;010780310;010000222;M1010;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;010780310;010000222;M1150;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2013;010780310;010000222;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;010780310;010000222;M9999;1;;1;1;;;;;1.2;0.5;;;;;;;;;3;1.7;
Q20;2013;010780328;010000222;M1000;1;1;;;;;;;1.8;;;;;;;;;;2;1.8;
Q20;2013;010780328;010000222;M1150;1;1;;;;;;;1.8;;;;;;;;;;2;1.8;
Q20;2013;010780328;010000222;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;010780328;010000222;M9999;1;1;;1;;;;;1.8;0.5;;;;;;;;;3;2.3;
Q20;2013;010780476;750005068;M1000;2;1;;;;;;;2;1.08;;;;;;;;;3;3.08;
Q20;2013;010780476;750005068;M1010;1;;;;;;;;1;0.25;;;;;;;;;1;1.25;
Q20;2013;010780476;750005068;M1140;1;1;;;;;;;1;0.83;;;;;;;;;2;1.83;
Q20;2013;010780476;750005068;M3020;;1;1;;;;;;0.5;0.9;;;;;;;;;2;1.4;
Q20;2013;010780476;750005068;M3040;;;;;;;;;;0.1;;;;;;;;;;0.1;
Q20;2013;010780476;750005068;M3050;;;;1;;;;;;0.53;;;;;;;;;1;0.53;
Q20;2013;010780476;750005068;M9999;2;2;1;1;;;;;2.5;2.61;;;;;;;5;;6;5.11;
Q20;2013;010780492;360000707;M1000;3;;1;3;;;;;3.2;2.1;;;;;;;;;7;5.3;
Q20;2013;010780492;360000707;M1010;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2013;010780492;360000707;M1140;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;010780492;360000707;M1180;3;;;2;;;;;3;1.6;;;;;;;;;5;4.6;
Q20;2013;010780492;360000707;M3020;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2013;010780492;360000707;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;010780492;360000707;M3070;1;;;;;;;;0.16;;;;;;;;;;1;0.16;
Q20;2013;010780492;360000707;M9999;4;;1;5;;;;;3.36;2.8;;;;;;;;;10;6.16;
Q20;2013;010780708;310021381;M1000;;1;;2;;;;;;2.6;;;;;;;;;3;2.6;
Q20;2013;010780708;310021381;M1010;;1;;2;;;;;;2.6;;;;;;;;;3;2.6;
Q20;2013;010780708;310021381;M3050;;;;1;;;;;;0.7;;;;;;;;;1;0.7;
Q20;2013;010780708;310021381;M9999;;1;;3;;;;;;3.3;;;;;;;;;4;3.3;
Q20;2013;010780799;750721334;M1000;2;1;1;;;;;;2.2;1.1;;;;;;;;;4;3.3;
Q20;2013;010780799;750721334;M1010;1;;;;;;;;0.6;;;;;;;;;;1;0.6;
Q20;2013;010780799;750721334;M1180;1;1;1;;;;;;1.6;1.1;;;;;;;;;3;2.7;
Q20;2013;010780799;750721334;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;010780799;750721334;M9999;2;1;1;1;;;;;2.2;1.6;;;;;;;4;;5;3.8;
Q20;2013;010786259;010008407;M1000;1;0;0;0;0;0;0;0;0.78;0;0;0.78;0;0;0;0;;;1;0.78;0
Q20;2013;010786259;010008407;M1010;1;0;0;0;0;0;0;0;0.78;0;0;0.78;0;0;0;0;;;1;0.78;0
Q20;2013;010786259;010008407;M3020;1;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0.06;0;;;1;0.06;0
Q20;2013;010786259;010008407;M9999;2;0;0;0;0;0;0;0;0.84;0;0;0.78;0;0;0.06;0;;;2;0.84;0
Q20;2013;010789006;670005834;M1000;;1;2;1;;;;;0.2;1.1;;;;;;;;;4;1.3;
Q20;2013;010789006;670005834;M1110;;1;2;1;;;;;0.2;1.1;;;;;;;;;4;1.3;
Q20;2013;010789006;670005834;M9999;;1;2;1;;;;;0.2;1.1;;;;;;;;0.3;4;1.3;
Q20;2013;010789717;010008407;M1000;0;1;0;0;0;0;0;0;0;0.75;0;0;0;0;0.75;0;;;1;0.75;0
Q20;2013;010789717;010008407;M1010;0;1;0;0;0;0;0;0;0;0.75;0;0;0;0;0.75;0;;;1;0.75;0
Q20;2013;010789717;010008407;M3050;0;1;0;0;0;0;0;0;0;0.05;0;0.05;0;0;0;0;;;1;0.05;0
Q20;2013;010789717;010008407;M9999;0;2;0;0;0;0;0;0;0;0.8;0;0.05;0;0;0.75;0;;;2;0.8;0
Q20;2013;020000089;020000022;M1000;;3;1;;;;;;0.83;2.8;;1.34;;;;2.29;;;4;3.63;
Q20;2013;020000089;020000022;M1010;;2;1;;;;;;0.83;1.9;;0.44;;;;2.29;;;3;2.73;
Q20;2013;020000089;020000022;M1180;;1;;;;;;;;0.9;;0.9;;;;;;;1;0.9;
Q20;2013;020000089;020000022;M3040;;;;;;;;;0.04;;;;;;;0.04;;;;0.04;
Q20;2013;020000089;020000022;M3050;;1;1;;;;;;0.15;0.6;;;;;;0.75;;;2;0.75;
Q20;2013;020000089;020000022;M3070;1;1;1;;;;;;1.14;0.19;;0.17;;;;1.16;;;3;1.33;
Q20;2013;020000089;020000022;M9999;1;5;3;;;;;;2.16;3.59;;1.51;;;;4.24;5.75;0;9;5.75;
Q20;2013;020000097;020000048;M1000;3;2;2;;;;;;3.5;2;;3;1;;1.5;;;;7;5.5;
Q20;2013;020000097;020000048;M1010;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2013;020000097;020000048;M1050;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2013;020000097;020000048;M1180;2;;;;;;;;2;;;1;;;1;;;;2;2;
Q20;2013;020000097;020000048;M1320;1;2;;;;;;;1;2;;2;1;;;;;;3;3;
Q20;2013;020000097;020000048;M2010;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2013;020000097;020000048;M2070;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2013;020000097;020000048;M2080;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2013;020000097;020000048;M2100;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
